Time [s],Channel 1,Channel 2
267.078734880,0,0
267.578732480,1,0
267.578925280,1,1
268.078917280,0,1
268.079085760,0,0
268.579112960,1,0
268.579310880,1,1
269.079306720,0,1
269.079491520,0,0
269.579500960,1,0
269.579703200,1,1
270.079681120,0,1
270.079841760,0,0
270.579841920,1,0
270.580040160,1,1
271.080072320,0,1
271.080268000,0,0
271.580280000,1,0
271.580480480,1,1
272.080477440,0,1
272.080664800,0,0
272.580656480,1,0
272.580970880,1,1
273.080840160,0,1
273.081001440,0,0
273.581004320,1,0
273.581205760,1,1
274.081196320,0,1
274.081370080,0,0
274.581367520,1,0
274.581574720,1,1
275.081565600,0,1
275.081736480,0,0
275.581728640,1,0
275.581950880,1,1
276.081945280,0,1
276.082122080,0,0
276.582131680,1,0
276.582330080,1,1
277.082322880,0,1
277.082484480,0,0
277.582472000,1,0
277.582657760,1,1
278.082649280,0,1
278.082812960,0,0
278.582811040,1,0
278.583012640,1,1
279.083006560,0,1
279.083187040,0,0
279.583212960,1,0
279.583424960,1,1
280.083412320,0,1
280.083582240,0,0
280.583571680,1,0
280.583779200,1,1
281.083779040,0,1
281.083958240,0,0
281.583964480,1,0
281.584164160,1,1
282.084156000,0,1
282.084315040,0,0
282.584308320,1,0
282.584511520,1,1
283.084500480,0,1
283.084660480,0,0
283.584660480,1,0
283.584861600,1,1
284.084851200,0,1
284.085030560,0,0
284.585013920,1,0
284.585251200,1,1
285.085236640,0,1
285.085392640,0,0
285.585380640,1,0
285.585706720,1,1
286.085602560,0,1
286.085779040,0,0
286.585787040,1,0
286.585990400,1,1
287.085979520,0,1
287.086143680,0,0
287.586136480,1,0
287.586333760,1,1
288.086326400,0,1
288.086490880,0,0
288.586516000,1,0
288.586724480,1,1
289.086715520,0,1
289.086891520,0,0
289.586886400,1,0
289.587088320,1,1
290.087077120,0,1
290.087237600,0,0
290.587230880,1,0
290.587435680,1,1
291.087458560,0,1
291.087645120,0,0
291.587649600,1,0
291.587844960,1,1
292.087838560,0,1
292.088003040,0,0
292.587998400,1,0
292.588189120,1,1
293.088184640,0,1
293.088347680,0,0
293.588355040,1,0
293.588551680,1,1
294.088552160,0,1
294.088728480,0,0
294.588725920,1,0
294.588933920,1,1
295.088915200,0,1
295.089073760,0,0
295.589067360,1,0
295.589259680,1,1
296.089303840,0,1
296.089481760,0,0
296.589498720,1,0
296.589700160,1,1
297.089691680,0,1
297.089855680,0,0
297.589850880,1,0
297.590046080,1,1
298.090047040,0,1
298.090210720,0,0
298.590230400,1,0
298.590428960,1,1
299.090428320,0,1
299.090605280,0,0
299.590599040,1,0
299.590808960,1,1
300.090787680,0,1
300.091073120,0,0
300.590939520,1,0
300.591152480,1,1
301.091162720,0,1
301.091363520,0,0
301.591353280,1,0
301.591549920,1,1
302.091547840,0,1
302.091730720,0,0
302.591723840,1,0
302.591918880,1,1
303.091914560,0,1
303.092077760,0,0
303.592097920,1,0
303.592297920,1,1
304.092295200,0,1
304.092468320,0,0
304.592460320,1,0
304.592675200,1,1
305.092652640,0,1
305.092812800,0,0
305.592802720,1,0
305.593036000,1,1
306.093043520,0,1
306.093222880,0,0
306.593227680,1,0
306.593429760,1,1
307.093422560,0,1
307.093582080,0,0
307.593573440,1,0
307.593766080,1,1
308.093760640,0,1
308.093924000,0,0
308.593918560,1,0
308.594119680,1,1
309.094113440,0,1
309.094293760,0,0
309.594283200,1,0
309.594483520,1,1
310.094468160,0,1
310.094629920,0,0
310.594631200,1,0
310.594835200,1,1
311.094861600,0,1
311.095047200,0,0
311.595054080,1,0
311.595257280,1,1
312.095249440,0,1
312.095412480,0,0
312.299547200,0,1
312.299547360,0,0
312.595407200,1,0
312.595735680,1,1
313.095598400,0,1
313.095758720,0,0
313.595776160,1,0
313.595979200,1,1
314.095977920,0,1
314.096157440,0,0
314.596151360,1,0
314.596356160,1,1
315.096340800,0,1
315.096503040,0,0
315.596492160,1,0
315.596697120,1,1
316.096731520,0,1
316.096909600,0,0
316.596919040,1,0
316.597136640,1,1
317.097111040,0,1
317.097271520,0,0
317.597269920,1,0
317.597464160,1,1
318.097463520,0,1
318.097623200,0,0
318.597656000,1,0
318.597858880,1,1
319.097862880,0,1
319.098042560,0,0
319.598042720,1,0
319.598251040,1,1
320.098233760,0,1
320.098396000,0,0
320.598388480,1,0
320.598596640,1,1
321.098590560,0,1
321.098833920,0,0
321.598772640,1,0
321.598990720,1,1
322.098971840,0,1
322.099136640,0,0
322.599132160,1,0
322.599336000,1,1
323.099319360,0,1
323.099485280,0,0
323.599474720,1,0
323.599683680,1,1
324.099681920,0,1
324.099864960,0,0
324.599856960,1,0
324.600064320,1,1
325.100051840,0,1
325.100209920,0,0
325.600201280,1,0
325.600416640,1,1
326.100411040,0,1
326.100592960,0,0
326.600592960,1,0
326.600796320,1,1
327.100794720,0,1
327.100961760,0,0
327.600953440,1,0
327.601155680,1,1
328.101152320,0,1
328.101318720,0,0
328.601335840,1,0
328.601544800,1,1
329.101542400,0,1
329.101724480,0,0
329.601716960,1,0
329.601925440,1,1
330.101905120,0,1
330.102066240,0,0
330.602055840,1,0
330.602264480,1,1
331.102273600,0,1
331.102460000,0,0
331.602455840,1,0
331.602662560,1,1
332.102656160,0,1
332.102840960,0,0
332.602831840,1,0
332.603031040,1,1
333.103028480,0,1
333.103194240,0,0
333.603190080,1,0
333.603391520,1,1
334.103388480,0,1
334.103560640,0,0
334.603553920,1,0
334.603765920,1,1
335.103750720,0,1
335.103913920,0,0
335.603905280,1,0
335.604120480,1,1
336.104137120,0,1
336.104325600,0,0
336.604321920,1,0
336.604525920,1,1
337.104513280,0,1
337.104677120,0,0
337.604664160,1,0
337.604881280,1,1
338.104884960,0,1
338.105040000,0,0
338.605033120,1,0
338.605234240,1,1
339.105230880,0,1
339.105407200,0,0
339.605393440,1,0
339.605602720,1,1
340.105589760,0,1
340.105750400,0,0
340.605737760,1,0
340.605949280,1,1
341.105949920,0,1
341.106145760,0,0
341.606136000,1,0
341.606339840,1,1
342.106328800,0,1
342.106491040,0,0
342.606473760,1,0
342.606676320,1,1
343.106664160,0,1
343.106828960,0,0
343.606808160,1,0
343.607010080,1,1
344.107007360,0,1
344.107179680,0,0
344.607166880,1,0
344.607376960,1,1
345.107364000,0,1
345.107528480,0,0
345.607512480,1,0
345.607722240,1,1
346.107722080,0,1
346.107919680,0,0
346.607902560,1,0
346.608106080,1,1
347.108105760,0,1
347.108268160,0,0
347.608258240,1,0
347.608455520,1,1
348.108452640,0,1
348.108612800,0,0
348.608666400,1,0
