Time [s],Channel 1,Channel 2
288.366088320,0,0
288.866122880,1,0
288.866404320,1,1
289.366452640,0,1
289.366834080,0,0
289.866837280,1,0
289.867044640,1,1
290.367187360,0,1
290.367345120,0,0
290.867505120,1,0
290.867728480,1,1
291.367869760,0,1
291.368119360,0,0
291.868212000,1,0
291.868435200,1,1
292.368546400,0,1
292.368779840,0,0
292.868912480,1,0
292.869143520,1,1
293.369279200,0,1
293.369504000,0,0
293.869641760,1,0
293.869861440,1,1
294.370016640,0,1
294.370309600,0,0
294.870387200,1,0
294.870719040,1,1
295.370794240,0,1
295.371100480,0,0
295.871102080,1,0
295.871377760,1,1
296.371396800,0,1
296.371718240,0,0
296.871707680,1,0
296.872004640,1,1
297.372007840,0,1
297.372341440,0,0
297.872306880,1,0
297.872604960,1,1
298.372656000,0,1
298.372981440,0,0
298.873017920,1,0
298.873313760,1,1
299.373375680,0,1
299.373729920,0,0
299.873674880,1,0
299.873954400,1,1
300.374144160,0,1
300.374454080,0,0
300.874652800,1,0
300.874921600,1,1
301.374936320,0,1
301.375244320,0,0
301.875415040,1,0
301.875724960,1,1
302.375765120,0,1
302.376091040,0,0
302.876092160,1,0
302.876340000,1,1
303.376349760,0,1
303.376649600,0,0
303.876614880,1,0
303.876857760,1,1
304.376873120,0,1
304.377174880,0,0
304.877118880,1,0
304.877273760,1,1
305.377366880,0,1
305.377541920,0,0
305.877620640,1,0
305.877758880,1,1
306.377863200,0,1
306.378039360,0,0
306.878128000,1,0
306.878289440,1,1
307.378385920,0,1
307.378575840,0,0
307.878640000,1,0
307.878860160,1,1
308.379117280,0,1
308.379362400,0,0
308.879620480,1,0
308.879837120,1,1
309.379908000,0,1
309.380188000,0,0
309.880371680,1,0
309.880670720,1,1
310.380858720,0,1
310.381163840,0,0
310.881348800,1,0
310.881612160,1,1
311.381831360,0,1
311.382155520,0,0
311.882342880,1,0
311.882645600,1,1
312.382626880,0,1
312.382947200,0,0
312.883000480,1,0
312.883310080,1,1
313.383475360,0,1
313.383802560,0,0
313.883803680,1,0
313.884105440,1,1
314.384286720,0,1
314.384745280,0,0
314.884740960,1,0
314.885046560,1,1
315.385059840,0,1
315.385362560,0,0
315.885386560,1,0
315.885698880,1,1
316.385835520,0,1
316.386157920,0,0
316.886387360,1,0
316.886704320,1,1
317.386685920,0,1
317.387027520,0,0
317.887193920,1,0
317.887538720,1,1
318.387576800,0,1
318.387891840,0,0
318.888078240,1,0
318.888389440,1,1
319.388568320,0,1
319.388928000,0,0
319.888891040,1,0
319.889101440,1,1
320.389370240,0,1
320.389603680,0,0
320.889712000,1,0
320.889929120,1,1
321.390197440,0,1
321.390435200,0,0
321.890723040,1,0
321.890943840,1,1
322.391036000,0,1
322.391268800,0,0
322.891552000,1,0
322.891782080,1,1
323.392056800,0,1
323.392289280,0,0
323.892372320,1,0
323.892581760,1,1
324.393936320,0,1
324.394182880,0,0
324.894265760,1,0
324.894557600,1,1
325.394782720,0,1
325.396463520,0,0
325.895253280,1,0
325.895548960,1,1
326.395737440,0,1
326.395996000,0,0
326.896249120,1,0
326.896549920,1,1
327.396724640,0,1
327.397037280,0,0
327.896991680,1,0
327.897238880,1,1
328.397192800,0,1
328.397446560,0,0
328.897388800,1,0
328.897625920,1,1
329.397581440,0,1
329.397862400,0,0
329.897753440,1,0
329.898209440,1,1
330.397941440,0,1
330.398188160,0,0
330.898145440,1,0
330.898404960,1,1
331.398339520,0,1
331.398512000,0,0
331.898492160,1,0
331.898728000,1,1
332.398672800,0,1
332.398927200,0,0
332.898919520,1,0
332.899216480,1,1
333.399232640,0,1
333.399561280,0,0
333.899600480,1,0
333.899892640,1,1
334.399944160,0,1
334.400294400,0,0
334.900244480,1,0
334.900533120,1,1
335.400598080,0,1
335.400902560,0,0
335.900954560,1,0
335.901284480,1,1
336.401306400,0,1
336.401602400,0,0
336.901656160,1,0
336.901946080,1,1
337.402229280,0,1
337.402537280,0,0
337.902503040,1,0
337.902755840,1,1
338.402684800,0,1
338.402956800,0,0
338.902869280,1,0
338.903101920,1,1
339.403049920,0,1
339.403401280,0,0
339.903229600,1,0
339.903461440,1,1
340.403404480,0,1
340.403660480,0,0
340.903582720,1,0
340.903844160,1,1
341.403757280,0,1
341.404004320,0,0
341.903945440,1,0
341.904173920,1,1
342.404123680,0,1
342.404377120,0,0
342.904370400,1,0
342.904669760,1,1
343.404675200,0,1
343.404998880,0,0
343.904990400,1,0
343.905281120,1,1
344.405306240,0,1
344.405621920,0,0
344.905612160,1,0
344.905903040,1,1
345.405928960,0,1
345.406256960,0,0
345.906260960,1,0
345.906568160,1,1
346.406563840,0,1
346.406858080,0,0
346.906883840,1,0
346.907149440,1,1
347.407188800,0,1
347.407512000,0,0
347.907511360,1,0
347.907808800,1,1
348.407830240,0,1
348.408154240,0,0
348.908125280,1,0
348.908407840,1,1
349.408419520,0,1
349.408777600,0,0
349.908742880,1,0
349.908981600,1,1
350.409070080,0,1
350.409302080,0,0
350.909381440,1,0
350.909615040,1,1
351.409691040,0,1
351.409927360,0,0
351.910034560,1,0
351.910247520,1,1
